Move,Player,Before,After,Delta,Mistake
211,B,0.3600709930060306,0.38714500870716145,-0.027074015701130827,0
212,W,-0.38714500870716145,-0.4294047589231228,0.042259750215961345,0
213,B,0.4294047589231228,-0.13190972951594057,0.5613144884390634,1
214,W,0.13190972951594057,0.1195975721512258,0.012312157364714776,0
215,B,-0.1195975721512258,-0.14368970025648053,0.02409212810525474,0
216,W,0.14368970025648053,0.18888345665813772,-0.04519375640165718,0
217,B,-0.18888345665813772,-0.22081442166135662,0.0319309650032189,0
218,W,0.22081442166135662,0.23307950219058132,-0.012265080529224703,0
219,B,-0.23307950219058132,-0.624776856896612,0.3916973547060307,0
220,W,0.624776856896612,0.14656742426593197,0.47820943263068005,0
221,B,-0.14656742426593197,-0.17348210854763965,0.02691468428170768,0
222,W,0.17348210854763965,0.16345692593721986,0.010025182610419792,0
223,B,-0.16345692593721986,-0.17381708725819786,0.010360161320978,0
224,W,0.17381708725819786,0.07527529900624186,0.098541788251956,0
225,B,-0.07527529900624186,-0.1561901268870429,0.08091482788080104,0
226,W,0.1561901268870429,0.13120574104980667,0.024984385837236223,0
227,B,-0.13120574104980667,-0.43010100069637264,0.29889525964656594,0
228,W,0.43010100069637264,0.384720382422991,0.045380618273381634,0
229,B,-0.384720382422991,-0.39843855024344743,0.013718167820456428,0
230,W,0.39843855024344743,0.45245272292808936,-0.054014172684641926,0
231,B,-0.45245272292808936,-0.4240298032177337,-0.028422919710355654,0
232,W,0.4240298032177337,0.4360287108040716,-0.01199890758633787,0
233,B,-0.4360287108040716,-0.6555223026211681,0.2194935918170965,0
234,W,0.6555223026211681,0.5264789923402586,0.12904331028090943,0
235,B,-0.5264789923402586,-0.5982383983020155,0.0717594059617569,0
236,W,0.5982383983020155,-0.06243289262872104,0.6606712909307366,1
237,B,0.06243289262872104,0.04617198971233402,0.016260902916387016,0
238,W,-0.04617198971233402,-0.13930241037923063,0.09313042066689661,0
239,B,0.13930241037923063,0.1415386744432504,-0.0022362640640197773,0
240,W,-0.1415386744432504,-0.15811067760256658,0.016572003159316173,0
241,B,0.15811067760256658,-0.39141923972334697,0.5495299173259136,1
242,W,0.39141923972334697,-0.589348927060826,0.980768166784173,1
243,B,0.589348927060826,0.5904057584667102,-0.0010568314058841954,0
244,W,-0.5904057584667102,-0.6902488852118562,0.09984312674514606,0
245,B,0.6902488852118562,0.6830838335132123,0.007165051698643898,0
246,W,-0.6830838335132123,-0.7303982772771463,0.04731444376393401,0
247,B,0.7303982772771463,0.6685090663103751,0.061889210966771246,0
248,W,-0.6685090663103751,-0.6736279852653734,0.005118918954998275,0
249,B,0.6736279852653734,0.6499736452614919,0.023654340003881447,0
250,W,-0.6499736452614919,-0.7726610366630631,0.12268739140157114,0
251,B,0.7726610366630631,0.7705748243400373,0.002086212323025749,0
252,W,-0.7705748243400373,-0.7843867062390397,0.013811881899002398,0
253,B,0.7843867062390397,0.5674095992869326,0.21697710695210715,0
254,W,-0.5674095992869326,-1.3385084979037487,0.7710988986168161,1
255,B,1.3385084979037487,1.312793743694695,0.02571475420905367,0
256,W,-1.312793743694695,-1.359824867870137,0.047031124175441974,0
257,B,1.359824867870137,1.3807799878461817,-0.02095511997604471,0
258,W,-1.3807799878461817,-1.4034594394530395,0.022679451606857803,0
259,B,1.4034594394530395,1.325752871205125,0.07770656824791455,0
260,W,-1.325752871205125,-1.3309156681490868,0.005162796943961823,0
261,B,1.3309156681490868,1.3319994445393732,-0.0010837763902864506,0
262,W,-1.3319994445393732,-1.4631019239292649,0.1311024793898916,0
263,B,1.4631019239292649,1.450207574640374,0.012894349288890883,0
264,W,-1.450207574640374,-1.4820432105113812,0.03183563587100724,0
265,B,1.4820432105113812,1.4054270437269347,0.0766161667844465,0
266,W,-1.4054270437269347,-1.4066469423454635,0.0012198986185287808,0
267,B,1.4066469423454635,1.3651796483405865,0.04146729400487703,0
268,W,-1.3651796483405865,-1.5145808679682995,0.14940121962771302,0
269,B,1.5145808679682995,1.5107470647198669,0.0038338032484326323,0
270,W,-1.5107470647198669,-1.5768562271194146,0.06610916239954778,0
271,B,1.5768562271194146,1.5261895892745054,0.05066663784490921,0
272,W,-1.5261895892745054,-1.5368663673360528,0.01067677806154732,0
273,B,1.5368663673360528,1.455353996350073,0.08151237098597974,0
274,W,-1.455353996350073,-1.7365361095995846,0.2811821132495116,0
275,B,1.7365361095995846,1.7298335554886304,0.0067025541109542175,0
276,W,-1.7298335554886304,-1.8124387932697574,0.08260523778112705,0
277,B,1.8124387932697574,1.6859592699866153,0.12647952328314216,0
278,W,-1.6859592699866153,-1.7597223952033427,0.07376312521672745,0
279,B,1.7597223952033427,1.7055023965918283,0.054219998611514386,0
280,W,-1.7055023965918283,-1.7823565248336126,0.07685412824178428,0
281,B,1.7823565248336126,1.7684696284351922,0.013886896398420445,0
282,W,-1.7684696284351922,-1.8557269839607364,0.08725735552554426,0
283,B,1.8557269839607364,1.9076632986804796,-0.05193631471974314,0
284,W,-1.9076632986804796,-1.9051912101067865,-0.0024720885736930764,0
285,B,1.9051912101067865,1.7251482512286023,0.18004295887818422,0
286,W,-1.7251482512286023,-2.1117770365084705,0.3866287852798682,0
287,B,2.1117770365084705,2.101556974765756,0.010220061742714392,0
288,W,-2.101556974765756,-2.1803938578803326,0.07883688311457648,0
289,B,2.1803938578803326,2.1911409990635957,-0.010747141183263142,0
290,W,-2.1911409990635957,-2.1917084015656227,0.0005674025020270257,0
291,B,2.1917084015656227,2.1800389765541652,0.011669425011457513,0
292,W,-2.1800389765541652,-2.275836051192057,0.09579707463789155,0
293,B,2.275836051192057,2.2721581018647363,0.003677949327320462,0
294,W,-2.2721581018647363,-2.3334583006382648,0.061300198773528436,0
295,B,2.3334583006382648,2.2319690472872953,0.10148925335096948,0
296,W,-2.2319690472872953,-2.2295503682854343,-0.0024186790018609905,0
297,B,2.2295503682854343,2.307679756112023,-0.07812938782658874,0
298,W,-2.307679756112023,-2.2453977979504036,-0.06228195816161941,0
299,B,2.2453977979504036,2.2508266075325984,-0.005428809582194827,0
300,W,-2.2508266075325984,-2.2997357561660583,0.048909148633459854,0
301,B,2.2997357561660583,1.6289222086502364,0.6708135475158219,1
302,W,-1.6289222086502364,-1.9799437546251768,0.3510215459749404,0
303,B,1.9799437546251768,2.0185233135034535,-0.03857955887827669,0
304,W,-2.0185233135034535,-2.051942322168943,0.033419008665489525,0
305,B,2.051942322168943,2.0060772103086606,0.045865111860282415,0
306,W,-2.0060772103086606,-2.080834192763944,0.07475698245528362,0
307,B,2.080834192763944,2.1089174308964744,-0.02808323813253022,0
308,W,-2.1089174308964744,-2.1120039175250858,0.003086486628611329,0
309,B,2.1120039175250858,1.8241079210310482,0.2878959964940375,0
310,W,-1.8241079210310482,-2.1397419872934216,0.31563406626237334,0
311,B,2.1397419872934216,1.9458774189900927,0.19386456830332888,0
312,W,-1.9458774189900927,-2.103535009295069,0.1576575903049764,0
313,B,2.103535009295069,1.9083098229474957,0.19522518634757335,0
314,W,-1.9083098229474957,-2.09070015889656,0.18239033594906418,0
315,B,2.09070015889656,1.9892139747998414,0.1014861840967185,0
316,W,-1.9892139747998414,-2.0796364233263507,0.09042244852650927,0
317,B,2.0796364233263507,1.933488556035429,0.14614786729092177,0
318,W,-1.933488556035429,-2.1216354408735176,0.18814688483808872,0
319,B,2.1216354408735176,1.8793775227750165,0.24225791809850117,0
320,W,-1.8793775227750165,-1.949477746291556,0.07010022351653955,0
321,B,1.949477746291556,1.823788874990406,0.12568887130114992,0
322,W,-1.823788874990406,-1.9352267751225165,0.11143790013211041,0
323,B,1.9352267751225165,1.875880587836362,0.059346187286154484,0
324,W,-1.875880587836362,-2.0893090336296583,0.21342844579329623,0
325,B,2.0893090336296583,1.9839857274525343,0.10532330617712393,0
